timestamp,river_id,river_name,osm_id,station_lat,station_lon,water_level_m,discharge_cumecs,discharge_daily_mean,discharge_daily_max,discharge_daily_min,warning_level_m,danger_level_m,flood_level_m,flood_status,source
2024-06-01T00:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.04,1.98,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T01:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.038,1.91,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T02:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.037,1.84,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T03:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.035,1.77,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T04:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.034,1.7,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T05:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.033,1.64,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T06:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.032,1.6,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T07:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.031,1.57,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T08:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.031,1.56,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T09:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.031,1.57,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T10:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.032,1.6,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T11:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.033,1.64,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T12:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.034,1.7,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T13:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.035,1.77,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T14:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.037,1.84,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T15:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.038,1.91,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T16:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.04,1.98,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T17:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.041,2.04,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T18:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.042,2.08,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T19:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.042,2.11,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T20:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.042,2.12,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T21:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.042,2.11,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T22:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.042,2.08,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-01T23:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.041,2.04,2.01,3.3,1.3,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T00:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.033,1.64,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T01:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.032,1.59,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T02:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.031,1.53,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T03:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.029,1.47,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T04:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.028,1.42,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T05:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.027,1.37,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T06:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.027,1.33,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T07:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.026,1.31,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T08:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.026,1.3,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T09:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.026,1.31,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T10:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.027,1.33,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T11:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.027,1.37,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T12:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.028,1.42,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T13:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.029,1.47,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T14:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.031,1.53,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T15:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.032,1.59,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T16:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.033,1.64,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T17:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.034,1.69,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T18:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.035,1.73,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T19:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.035,1.75,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T20:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.035,1.76,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T21:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.035,1.75,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T22:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.035,1.73,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-02T23:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.034,1.69,1.73,3.14,1.39,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T00:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.067,3.35,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T01:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.065,3.24,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T02:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.062,3.12,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T03:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.06,3.0,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T04:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.058,2.89,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T05:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.056,2.79,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T06:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.054,2.71,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T07:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.053,2.67,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T08:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.053,2.65,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T09:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.053,2.67,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T10:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.054,2.71,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T11:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.056,2.79,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T12:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.058,2.89,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T13:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.06,3.0,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T14:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.062,3.12,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T15:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.065,3.24,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T16:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.067,3.35,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T17:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.069,3.45,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T18:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.071,3.53,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T19:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.071,3.57,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T20:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.072,3.59,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T21:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.071,3.57,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T22:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.071,3.53,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-03T23:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.069,3.45,2.42,4.05,1.16,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T00:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.057,2.87,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T01:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.055,2.77,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T02:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.053,2.67,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T03:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.051,2.57,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T04:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.049,2.47,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T05:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.048,2.39,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T06:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.046,2.32,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T07:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.046,2.28,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T08:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.045,2.27,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T09:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.046,2.28,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T10:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.046,2.32,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T11:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.048,2.39,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T12:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.049,2.47,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T13:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.051,2.57,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T14:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.053,2.67,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T15:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.055,2.77,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T16:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.057,2.87,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T17:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.059,2.95,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T18:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.06,3.02,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T19:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.061,3.06,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T20:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.061,3.07,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T21:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.061,3.06,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T22:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.06,3.02,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-04T23:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.059,2.95,2.55,3.75,1.95,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T00:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.056,2.81,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T01:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.054,2.71,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T02:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.052,2.61,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T03:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.05,2.51,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T04:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.048,2.41,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T05:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.047,2.33,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T06:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.045,2.27,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T07:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.045,2.23,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T08:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.044,2.22,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T09:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.045,2.23,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T10:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.045,2.27,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T11:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.047,2.33,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T12:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.048,2.41,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T13:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.05,2.51,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T14:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.052,2.61,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T15:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.054,2.71,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T16:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.056,2.81,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T17:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.058,2.89,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T18:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.059,2.95,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T19:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.06,2.99,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T20:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.06,3.0,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T21:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.06,2.99,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T22:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.059,2.95,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-05T23:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.058,2.89,3.28,6.33,1.9,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T00:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.072,3.61,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T01:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.07,3.49,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T02:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.067,3.36,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T03:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.065,3.23,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T04:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.062,3.11,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T05:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.06,3.0,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T06:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.058,2.92,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T07:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.057,2.87,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T08:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.057,2.86,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T09:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.057,2.87,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T10:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.058,2.92,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T11:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.06,3.0,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T12:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.062,3.11,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T13:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.065,3.23,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T14:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.067,3.36,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T15:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.07,3.49,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T16:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.072,3.61,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T17:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.074,3.72,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
2024-06-06T18:00:00,R001,Netravathi,2316598,12.8523,74.8301,3.076,3.8,3.59,5.49,2.11,10.06,14.06,18.06,NORMAL,Open-Meteo_GloFAS_Real
